,steam_appid,name,tags
1774,241600,Rogue Legacy,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv rogue legacy is a genealogical roguequotlitequot where anyone can be a hero each time you die your child will succeed you every child is unique one child might be colorblind another might be a dward with have vertigo but thats ok because no one is perfect and you dont have to be to succeed cellardoorgames cellardoorgames roguevania  platformer  roguelike  indie  actionroguelike  action  singleplayer  2d  metroidvania  rpg  roguelite  pixelgraphics  sidescroller  fantasy  controller  adventure  addictive  medieval  exploration  difficult 
1775,751630,After the Fall,action singleplayer multiplayer pvp onlinepvp coop onlinecoop crossplatformmultiplayer steamachievements from the team that brought you arizona sunshine comes an epic vr action fps with intense coop gameplay at its core team up with friends and take on a hostile vr world filled with ferocious undeadmutated and twisted by the relentless cold vertigogames vertigogames vr  action  coop  adventure  zombies  gore  fps  actionadventure  shooter  lootershooter  firstperson  shootemup  realistic  postapocalyptic  1980s  crafting  survivalhorror  dystopian  multiplayer  violent 
1776,1074070,Dust to the End,adventure singleplayer steamachievements steamworkshop steamcloud nuclear war ended human civilization but it could never uproot the evil within our hearts fight trade negotiate raid do whatever it takes to survive in the wasteland you will have to be as clever as ruthless to thrive in a broken world torn by war cruelty hunger and slavery haojoygamezjoygame pgames simulation  handdrawn  postapocalyptic  adventure  trading  openworld  strategy  turnbasedcombat  rpg  turnbasedstrategy  strategyrpg  tacticalrpg  citybuilder  basebuilding  indie  futuristic  survival  economy  charactercustomization  femaleprotagonist 
1777,818320,LEGO The Incredibles,action singleplayer multiplayer pvp sharedsplitscreenpvp coop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether experience the thrilling adventures of the parr family as they conquer crime and family life through both disneypixar films the incredibles and incredibles2 in a lego world full of fun and humor ttgamesferalinteractivemac warnerbrosinteractiveentertainmentferalinteractivemac action  lego  adventure  coop  openworld  superhero  familyfriendly  multiplayer  singleplayer  localcoop  controller  memes  localmultiplayer  funny  greatsoundtrack  lgbtq+  anime  datingsim  psychologicalhorror  nudity 
1778,628060,Romance of the Three Kingdoms X with Power Up Kit,strategy singleplayer steamcloud quotromance of the three kingdoms ⅹ with power up kitquot is an expanded version of quotromance of the three kingdoms ⅹquot which was released in 2004 as the 10th game in the series in this release the allofficer playable advances koeitecmogamescoltd koeitecmogamescoltd strategy  rpg  historical 
1779,789100,My Little Farmies,casual singleplayer multiplayer coop onlinecoop inapppurchases show your artistic side create your own medieval settlement in the my little farmies tycoon build artisan workshops and production sites trade with fruit vegetables and cereals download my little farmies now upjers upjers farmingsim  crafting  rpg  basebuilding  lifesim  simulation  exploration  agriculture  immersivesim  building  femaleprotagonist  nature  relaxing  fishing  3d  cute  thirdperson  postapocalyptic  openworld  dog 
1780,1108370,Ratropolis,casual singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud steamleaderboards a fusion of roguelite tower defense citybuilding and deckbuilding we created a new kind of real time strategy game filled with addictive and fastpaced gameplay create your deck defend your city and build the largest ratropolis in history casselgames casselgames strategy  deckbuilding  towerdefense  cardbattler  indie  casual  cardgame  simulation  realtimetactics  roguelite  singleplayer  survival  citybuilder  cute  colonysim  mouseonly  earlyaccess  roguelikedeckbuilder  medieval  sidescroller 
1781,1018830,Element TD 2 - Tower Defense,indie singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements steamcloud stats steamleaderboards element td 2 sees you combine powerful elements to create unique towers prove your defenses against challenging foes and compete or cooperate with others to determine who has mastered the elements elementstudios elementstudios towerdefense  realtimetactics  multiplayer  fantasy  pve  pvp  teambased  competitive  rts  charactercustomization  strategy  3d  tactical  magic  scoreattack  building  coop  onlinecoop  singleplayer  replayvalue 
1782,1767570,Tour de France 2022,racing singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud fight for the yellow jersey in the official game of the tour de france 2022 experience the new online mode with weekly challenges and leaderboards in solo mode you can now deal with incidents injuries illnesses during the 92 stages available cyanidestudio nacon simulation  singleplayer  sports  management  realistic  thirdperson  casual  familyfriendly  strategy  atmospheric  firstperson  3d  controller  racing  relaxing  bikes  cycling  difficult  modern  competitive 
1783,451130,Khan: Absolute Power,action multiplayer mmo pvp onlinepvp inapppurchases valveanticheatenabled the epic based classic online game khan takes on where genghis khan reached the end of his expedition the game takes place at small kingdom of eurasia where genghis khans brutal force was never able to conquer you will revisit the history and prepare the battles against the greatest conquer of history mirinae khanaticnetworkgaming sandbox  spacesim  simulation  space  2d  exploration  singleplayer  science  crafting  earlyaccess  atmospheric  spaceships  physics  building  indie  2.5d  realistic  openworld  moddable  scifi  oldschool  retro 
1784,1455630,The Game of Life 2,casual singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp sharedsplitscreen crossplatformmultiplayer steamachievements inapppurchases steamcloud remoteplaytogether the board game played by 50 million fans worldwide has an official awardwinning sequel the game of life 2 brings bright fun 3d animated magic to your game night spin the spinner and discover new choices new crossroads and new ways to win the decisions are all yours marmaladegamestudioltd marmaladegamestudioltd boardgame  party  multiplayer  cardgame  familyfriendly  tabletop  lifesim  sequel  simulation  casual  strategy  choicesmatter  chooseyourownadventure  charactercustomization  3d  cartoon  colorful  pvp  4playerlocal  localmultiplayer 
1785,1710580,MotoGP22,racing singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplaytogether engines running give the green light to the most immersive and authentic motogp gaming experience ever virtual and real have never been so near in motogp22 milestonesrl milestonesrl racing  simulation  sports  firstperson  splitscreen  multiplayer  bikes  thirdperson  controller  pvp  singleplayer  motorbike  localmultiplayer 
1786,531510,Just Shapes & Beats,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether quotjust shapes amp beatsquot is a chaotic coop musical bullethell based on three simple things avoid shapes move to the kickass beats and die repeatedly berzerkstudio berzerkstudio rhythm  greatsoundtrack  music  bullethell  difficult  multiplayer  2d  indie  action  coop  singleplayer  localmultiplayer  localcoop  onlinecoop  fastpaced  4playerlocal  storyrich  colorful  funny  strategy 
1787,397350,Lords of the Realm II,rpg singleplayer the great lords of england have their eyes on the the english throne muster an army and overrun your enemies castles in this classic nailbiting strategy game that blends turnbased and realtime gameplay impressionsgames rebellion strategy  rpg  medieval  turnbased  classic  multiplayer  rts 
1788,522230,The Fishing Club 3D,casual singleplayer multiplayer pvp onlinepvp coop onlinecoop crossplatformmultiplayer steamachievements steamtradingcards inapppurchases bait your hooks and go sportfishing around the world take part in epic fishing competitions or just go fishing and relax tight lines robotriotughaftungsbeschränkt robotriotughaftungsbeschränkt fishing  cats  casual  cute  relaxing  indie  singleplayer  2d  simulation  underwater  arcade  puzzle  funny  familyfriendly  action  difficult  adventure  multiplayer  psychologicalhorror  gore 
